result_id,event_title,edition,edition_id,sport,sport_url,result_date,result_location,result_participants,result_format,result_detail,result_description
16794,"Heavyweight (>95 kilograms), Men",1988 Summer Olympics,22,Judo,/editions/22/sports/JUD, 1 October 1988,"Jang-chung Che-yuk-gwan, Seoul",26 from 26 countries,"Two single-elimination pools, with winner of each pool advanced to the final. All judoka losing to the winner of each pool advanced to repêchage pools, with the winners of the repêchage pools earning bronze medals.",na,"Japan had not yet won a gold medal in judo at Seoul. But the heavyweight favorite was Hitoshi Saito, who was expected to end the drought. Saito was the defending gold medalist and had been World Champion in 1983. Still, he had not won a major international since Los Angeles. Saito made it to the final against East German Henry Stöhr. The match was quite dull, with Saito winning by fewer passivity warnings, two to three. The two bronze medals were won by the last two World Champions, Grigory Verichev (URS-1987) and Jo Yong-Cheol (KOR-1985). Saito’s gold medal made him the second judoka to defend his Olympic title in Seoul, after Austria’s Peter Seisenbacher in the middleweight class. Prior to 1988, no judoka had defended an Olympic title.
"
158870,"Double Sculls, Women",1980 Summer Olympics,20,Rowing,/editions/20/sports/ROW,21 – 26 July 1980,"Grebnoy kanal, Sportivny komplex Krylatskoye, Moskva",14 from 7 countries,na,na,"The double sculls had been one of only two women’s rowing events not won by East Germany at the 1976 Summer Olympics (the other was the coxless pairs), and reigning champions Svetla Otsetova and Zdravka Yordanova of Bulgaria returned in a bid to defend their crown. Since Montreal they had experienced moderate success at the World Championships, winning gold in 1978 and silver in 1977 and 1979, but the East Germans remained a force by rowing to victory in the years that the Bulgarian duo were not victorious. That nation sent Cornelia Linse and Heidi Westphal, the reigning World Champions, to reassert their Olympic dominance.
In the opening round, however, both of these nations faltered to the benefit of the Soviet Union and Romania, who came in first and second in the heat that contained Bulgaria and East Germany. The Soviet Union, who had taken silver at the 1978 World Championships with a different duo, was represented by Yelena Khloptseva and Larisa Aleksandrova, while Romania sent Olga Homeghi and Valeria Roşca, bronze medalists at the most recent World Championships. The easier heat was won by Poland’s Hanna Jarkiewicz and Janina Klucznik. Proving that their performance was not a fluke, Khloptseva and Aleksandrova won the final in Olympic record time, while the East Germans rebounded and took silver. Romania slid in for a bronze medal comfortably ahead of the Bulgarians, who were unable to reach the podium, let alone defend their title.
"
86018,"Foil, Team, Men",1948 Summer Olympics,12,Fencing,/editions/12/sports/FEN,30 – 31 July 1948,"Palace of Engineering, Wembley, London",82 from 16 countries,na,na,"The 12-year gap between celebrations had not tipped the balance in men’s foil to any great degree. France and Italy still towered over the opposition perhaps even by a greater margin than in previous Games and the two nations made ruthless progress to their eventual gold medal showdown. The deciding match proved to be a classic and after the requisite 16 bouts the teams remained deadlocked on eight wins apiece. The tiebreaker, numbers of hits made, was almost as close but narrowly favoured the French who won the title by 62-60.
"
51938,"Small-Bore Rifle, Prone, 50 metres, Men",2000 Summer Olympics,25,Shooting,/editions/25/sports/SHO,21 September 2000,"Sydney International Shooting Centre, Cecil Park, New South Wales",53 from 37 countries,na,na,"Jonas Edman of Sweden began shooting sport as a free rifle specialist and was part of the Swedish gold medal team at the 1998 World Championships. But he then switched to small-bore shooting and received entry to the 2000 Olympics as a wild card. In Sydney he led the preliminary round with 599, missing only a single 10 in the final string, and then held on to win the gold medal in the final round.
"
54093,"Plain High, Women",1924 Summer Olympics,8,Diving,/editions/8/sports/DIV,19 – 20 July 1924,"Piscine des Tourelles, Saint-Mandé",11 from 6 countries,5 and 10 metre platforms.,na,"This event was termed plain high diving, but was effectively a platform diving competition, held on both the 5-metre and 10-metre platforms. Women had competed in plain high diving at the Olympics in 1912 and 1920, but from 1928 onward, this would be called the platform diving competition. The event consisted of four dives in each round, two compulsory and two optional. Only 11 competitors started with three from each pool advancing to a final round. The final was won by Carol Smith of the USA, followed by her teammate Betty Becker, who won the springboard gold medal in Paris, with the bronze medal going to Sweden’s Hjördis Töpel. Becker would return in 1928 and win gold on the platform.
"
60628,"50 kilometres Race Walk, Men",1968 Summer Olympics,17,Athletics,/editions/17/sports/ATH,17 October 1968 — 14:20,"Estadio Olímpico Universitario, Ciudad de México",36 from 19 countries,na,na,"The two favorites were the defending champion, Abdon Pamich of Italy, who had also won the 1966 European Championship, and the GDR’s Christoph Höhne, who had won the Lugano Trophy race in 1965 and 1967. Pamich would not finish. Höhne led throughout most of the race, in company with Britain’s Paul Nihill until he collapsed at 44 km., overcome by heat and altitude. That left it open for Höhne who won by over 10 minutes, the largest margin of victory ever in this event. Larry Young, in third, won the first ever medal in this race for the United States.
"
1053,"1,500 metres, Women",1980 Winter Olympics,41,Speed Skating,/editions/41/sports/SSK,14 February 1980 — 10:35,"James C. Sheffield Speed Skating Oval, Lake Placid",31 from 14 countries,na,na,"This was the first women’s speed skating event of the 1980 Winter Olympics. There was no clear favorite but the last two World Champions had both won the distance at those tournaments, and Nataliya Petrusyova (1980) and Beth Heiden (1979) were considered to have a slight edge. Heiden started in the first pair, crossing in 2:13.10, an Olympic record and a personal best. But in the third pair, Dutchwoman Ria Visser, the 1979 Dutch all-around champion, finished in 2:12.35 to move into the lead. She skated with Petrusyova, who surprisingly struggled, finishing in 2:14.15. In the fifth pair, Visser’s teammate Annie Borckink was paired with Soviet 70s star Tatyana Barabash, who was no longer considered a challenger in this event. Borckink had been skating in Dutch meets since 1973 and had three times won the 1,000 at the Dutch Championships, but she had never won a distance at an international meet, and her best all-around finish in an international tournament was eighth at the 1977 World Championships. But she started well, although she was behind Visser’s time at 1,100 metres, only to finish very strongly, winning a surprising gold medal by 1.4 seconds with a time of 2:10.95. Borckink skated for one more year but never won another international distance race or tournament. Visser would continue to compete thru 1988, winning the Dutch Championships in 1983-85. The 1-2 finish by the Dutch women was a huge upset. Many years later, Visser would comment that the Dutch women were skating so poorly in 1980 that it was being considered not to enter a women’s team at Lake Placid.
"
900151,"Singles (Guadalajara), Men",1968 Summer Olympics,17,Tennis,/editions/17/sports/TEN,14 – 20 October 1968,"Guadalajara Country Club, Guadalajara / Atlas Sports Club, Guadalajara / Guadalajara Sports Club, Guadalajara",32 from 14 countries,na,na,"The men’s singles in Guadalajara probably had the best field of any the events, led by two top Spaniards, Manuel Santana and Manuel Orantes, and the Mexican Rafael Osuna. After defeating Osuna in the semis, Santana won this event by defeating Orantes in the final in a close five-set match. Santana had won the US Championship in 1965 and Wimbledon in 1966. Orantes was younger but as a professional would win the US Open in 1975. Osuna had won the US Championship in 1963.
"
350271,"Halfpipe, Women",2014 Winter Olympics,58,Freestyle Skiing,/editions/58/sports/FRS,20 February 2014,"Ekstrim-Park Rosa Khutor, Krasnaya Polyana",23 from 13 countries,na,Gradient: 18°Length: 190 mVertical Inclination: 84°Wall Height: 6.8 mWall-to-Wall Width: 21 m,"Halfpipe was making its Olympic début, although it had been a World Championship event since 2005, but it began under a pall, as everyone remembered the skiier that wasn’t there, Sarah Burke, the 2005 World Champion and four-time Winter X-Games Champion. Burke had died in January 2012 after a training accident in which she fell on her head at the Park City, Utah superpipe. She died nine days later from the effects of her head injury. In her memory, the skiiers tried to wear black armbands but the International Olympic Committee, in a petty ruling, would not allow that. Burke’s coach, Trennon Paynter did something better, spreading her ashes over the halfpipe course where they remain in the snow of Sochi as a tribute.
In Burke’s absence the favorite was American Maddie Bowman, who had won the superpipe at the last two Winter X-Games. Bowman came through under the pressure and won the inaugural freestyle halfpipe gold medal, followed by France’s Marie Martinod. Martinod was a 29-year-old mother of one who had been retired for several years until Burke called her to tell her that halfpipe was going to be an Olympic event. She had come out retirement to compete, though her performance made it hard to tell she had ever been away. The bronze went to Japan’s Ayana Onozuka who held the same spot at the 2013 World Championships. Skiier after skiier looked to the sky and pointed up as they finished their run, remembering the one who could not be there. Referring to Burke, gold medalist Bowman said, “It takes all of us to put on her shoes.”
"
154256,"Individual Pursuit, 4,000 metres, Men",1972 Summer Olympics,18,Cycling Track,/editions/18/sports/CTR,31 August –  1 September 1972,"Radstadion, Olympiapark, München",28 from 28 countries,na,na,"Switzerland’s Xaver Kurmann was favored. He had been bronze medalist in 1968 and was the World Champion in 1969-70. But the leading qualifying time was posted by the surprising Norwegian Knut Knudsen. Only two days before the qualifying, Knudsen had ridden with Norway’s team in the 100 km. team time trial. Knudsen was not well known but was an obvious talent. In both the quarter-final and semi-final, he overtook his opponent, finishing the semi in the fastest time of the competition, 4:45.57. In the final he met Kurmann, who led early. But Knudsen caught Kurmann at the end of the fourth lap, and pulled away to a comfortable victory, having a 6+ second margin at the end. The bronze medal went to the FRG’s Hans Lutz. Knudsen and Lutz would win the next two World Championships – Knudsen in 1973, Lutz in 1974. Knudsen turned professional and twice placed second in the event at the professional Worlds – 1975 and 1977.
"
19020427,"3,000 metres, Women",2022 Winter Olympics,62,Speed Skating,/editions/62/sports/SSK, 5 February 2022 — 16:30,"National Speed Skating Oval, Olympic Green, Beijing",20 from 12 countries,na,na,"Due to the reduction in overall speed skating athlete quota, the number of skaters in the 3,000 m had been reduced from 22 to 20. The heavy favorite for the gold in Beijing was Irene Schouten, who had won the first two World Cups of the season by large margins, and had also claimed the European title in January. She had gotten close competition from compatriot Antoinette de Jong, the 2021 World Champion, and Francesca Lollobrigida, who had won the third 2021/2022 World Cup in Schouten’s absence.
The first contenders for a medal came in the third pair. Defending champion Carlijn Achtereekte, who had only narrowly qualified for the Dutch team, faced Miho Takagi, the 2018 all-around world champion. Despite challenge, Takagi led all the way to 4:01.77, dethroning Achtereekte. De Jong, in the first pair after the ice preparation break, attacked that time, but faded in the second half of her race and finished in 4:02.37, which eventually would bring her eighth place.
The 2010 champion Martina Sáblíková also attacked Takagi’s time, but managed to keep a gap of around one second, eventually finishing in 4:00.34. In pair nine, reigning 1,500 m World Champion Ragne Wiklund recorded the fastest time after 2,200 m, a second ahead of Sáblíková. But while Wiklund faded, her pairmate Isabelle Weidemann ended with two solid laps to become the first under 4 minutes with 3:58.64.
Per her usual tactics, Lollobrigida led from the start in the final pair, trailed by Schouten. Both were well below Weidemann’s pace halfway through the race. Schouten passed the Italian after 2 km, but Lollobrigida managed to cling on, and just 0.29 seconds separated the two at the bell. Schouten then powered away to a new Olympic Record (3:56.93), while Lollobrigida held on for silver – the first ever Olympic speed skating medal by an Italian woman.
Despite placing in the back of the field, 2002 champion Claudia Pechstein broke several records. This race meant her eighth Olympic Winter Games appearance, tying the record in any sport for most participations, held by Japanese ski jumper Noriaki Kasai. Just two weeks shy of her 50th birthday, she also became the oldest female winter Olympian, and the second-oldest Olympic speed skater (behind Albert Tebbit).
"
35806,"Hockey, Men",1968 Summer Olympics,17,Hockey,/editions/17/sports/HOC,13 – 26 October 1968,"Estadio Municipal de Hockey, Ciudad Deportiva Magdalena Mixhuca, Ciudad de México",253 from 16 countries,Round-robin pools advance teams to classification round matches.,na,"After their first loss in the 1960 final, 1968 meant a new low for Indian hockey. Their first round loss against New Zealand, in which they allowed more than one goal for the first time, was just an omen for the semi-finals, in which they were beaten by Australia. For the first time since 1928, the subcontinent was not represented in the Olympic hockey final. Like India, Pakistan needed three overtime periods in their semi-final, but they finally prevailed against West Germany. Their opponents for the gold medal, Australia, had three brothers on the team: Eric, Gordon and Julian (a fourth, Mel, was an Olympian in 1956). The Pakistani had Tanvir Dar playing, whose brother Munir Ahmed won the championship in 1960. Australian Brian Glencross tied the score 10 minutes into the second half, but Muhammad Asad Malik decided the match 10 minutes later.
Two other matches caught attention: in the preliminary round, Japan played India. The Indians were awarded a penalty stroke, which angered the Japanese. They walked off the field and forfeited, resulting in a default 5-0 victory for India. The match for fifth place, between Spain and the Netherlands, became the longest Olympic hockey match ever. Going into ten overtimes, it lasted 145 minutes, at which point Dutchman Kik Thole scored the only goal of the game.
"
9000700,"Ice Hockey, Women",2018 Winter Olympics,60,Ice Hockey,/editions/60/sports/IHO,10 – 22 February 2018,"Kwandong Hockey Centre, Coastal Cluster, Gangneung",182 from 8 countries,"Round-robin pool, followed by classification matches.",na,"Women’s ice hockey had been contested at the Winter Olympics since 1998, and Canada and the United States had dominated the sport. The USA won the initial gold medal at Nagano, but Canada had won the next four gold medals (2002, 2006, 2010, 2014). The two nations were similarly dominant in international play as they always finished 1-2 at the World Championships, held since 1990.
The United States seemed to have the upper hand in the years preceding PyeongChang, winning the World Championships in 2013, 2015, 2016, and 2017. The two nations played several friendlies in the intervening four years, with the USA also winning more than they lost. In the last few months before PyeongChang, however, Canada won several consecutive games, and the gold medal seemed to be a toss-up.
Eight nations qualified for the Olympic tournament; five of them did automatically by virtue of their ranking by the International Ice Hockey Federation (IIHF), two by a qualification tournament, and the Koreans as hosts (their first ever Olympic ice hockey tournament). The South Korean women had trained for several years, with an American coach and several Korean-American and Korean-Canadian players. Shortly before the Games, the IOC negotiated with DPR Korea (North) to allow them to participate and it was agreed that North and South Korea would field a combined, mixed women’s ice hockey team. The team would have 35 players, well above the 23 maximum, although only 22 would dress for each match.
Some of the South Korean players were unhappy, feeling that they would lose playing time. In the end, the mixed Korean team lost all its matches, although it acquitted itself well, and the international goodwill that the mixed Korean team generated made up for any untoward or hurt feelings. The two Koreas competing together on a playing field was historic for the Olympic Movement and the Korean Peninsula.
To avoid Canada and the USA dominating pool play by too great a margin, they were placed together in pool A, with Canada winning the pool when they defeated the Americans 2-1. The top two teams in pool A qualified for the semi-finals, with the third team and the top three teams from pool B facing each other in a knock-out round to advance to the semis. As expected Canada and the United States easily won their semi-final matches, both teams winning 5-0, over OAR and Finland, respectively.
The gold medal final was closely matched, with Canada taking a 2-1 lead after two periods. In the final period the United States’ Monique Lamoureux tied the match with 6:21 left and that score held through the end of regulation play. An overtime period ensued, but neither team could score, so they went to penalty shots. After four rounds that shoot-out was also tied at 2-2, when Monique’s twin sister Jocelyn Lamoureux-Davidson netted her shot, and when Meghan Agosta’s penalty shot was stopped by US goalie Maddie Rooney, the United States had finally won an Olympic gold, 20 years after their first and last one. The loss ended Canada’s record-setting Olympic winstreak of 24 games, but it took a classic to do it.
In the bronze medal game, Finland had a two-goal lead twice and held off the Russians (OAR) in the third period after they had narrowed the margin to one. Finland had now won three Olympic medals in women’s ice hockey, all of them bronze (Vancouver 2010, Nagano 1998).
"
153079,"2 miles, Men",1904 Summer Olympics,3,Cycling Track,/editions/3/sports/CTR, 3 August 1904,"Francis Field, Washington University, St. Louis",5 from 1 countries,Final only.,na,"The two mile race was contested in one heat with 13 starters.  Unfortunately, many of them are not known to us.  Marcus Hurley led at the start of the race with Burton Downing, Teddy  Billington and Oscar Goerke following closely behind him.  Charles Schlee, a well-known rider from the National Turnverein in Newark, New Jersey, rode in last place through most of the race as was his custom, relying on his excellent finish.  However, because of the crowded field he could not get through the field to make a chase for the championship.  On the home stretch, Hurley’s cycle slipped on the dusty cinder track and he was passed by both Downing and Goerke.  Downing won by approximately one wheel over Goerke with Hurley in third place, defeating Billington by a length.
"
